symbol,time_utc,price,ret5_pct,range_pct,body_pct,close_pos,quote_volume_5m,volume24_usd,rvol,vol_accel_1h,range12_pct,trades,trades_accel,taker_buy_share,mfe_30m_pct,mae_30m_pct,mfe_1h_pct,mae_1h_pct,mfe_2h_pct,mae_2h_pct,mfe_4h_pct,mae_4h_pct,label
ARIAUSDT,2026-07-18 17:45:00+00:00,0.02439,5.330053300533022,7.045735475896175,76.02339181286565,0.830409356725147,237441.28251,1135921.75967,195.36498622035924,9.860147518960128,9.816225907664734,4584,8.609798090467992,0.5031194082897897,12.997129971299714,3.1980319803198043,13.366133661336631,3.1980319803198043,13.366133661336631,3.1980319803198043,15.416154161541629,3.1980319803198043,FAILED_OR_PARTIAL
ICNTUSDT,2026-06-25 14:15:00+00:00,0.1564,5.626598465473154,7.524115755626992,75.21367521367532,0.8290598290598311,104405.7996,1922086.4932,53.68823032699201,3.019619218612404,14.553686934023302,1454,3.56591048436542,0.5458949868528185,8.43989769820972,4.283887468030678,8.43989769820972,3.772378516624042,13.235294117647056,3.772378516624042,19.181585677749368,3.772378516624042,FAILED_OR_PARTIAL
AVAAIUSDT,2026-06-22 13:30:00+00:00,0.005145,9.096209912536434,9.836065573770504,92.85714285714278,0.9702380952380948,153325.06189,732005.232203,135.75944622146474,62.92250172880844,2.5313971742543018,1476,29.818181818181817,0.5140412793672605,12.342079689018458,3.012633624878513,12.342079689018458,3.012633624878513,12.886297376093282,3.012633624878513,14.965986394557817,3.012633624878513,FAILED_OR_PARTIAL
AIOUSDT,2026-04-28 07:30:00+00:00,0.08852,5.422503389064626,7.514712539610691,72.28915662650593,0.746987951807229,205573.45116,1372729.568,87.39224123774906,20.635435049983982,7.369668246445493,2977,11.705111402359108,0.5428862316619777,8.472661545413462,5.3321283325802105,9.963849977406223,5.3321283325802105,12.86714866696792,5.3321283325802105,12.86714866696792,5.3321283325802105,FAILED_OR_PARTIAL
ICNTUSDT,2026-07-19 16:35:00+00:00,0.1562,6.7221510883482605,8.968609865470857,74.9999999999998,0.7571428571428563,327728.1757,1226390.4263,287.68415267841914,76.57527421965524,1.6129032258064502,4682,67.52884615384616,0.4938406524074761,12.80409731113956,4.929577464788726,12.80409731113956,4.929577464788726,12.80409731113956,4.929577464788726,12.80409731113956,4.929577464788726,FAILED_OR_PARTIAL
BLUAIUSDT,2026-03-22 13:10:00+00:00,0.006513,7.247044372792888,8.07816587167256,89.90476190476188,0.9257142857142858,317726.069727,1479602.362958,181.28072600010128,11.142217997573756,7.867694283879256,4054,9.723765740555669,0.5052544017994319,12.774451097804397,4.467987102717652,12.774451097804397,4.467987102717652,12.774451097804397,4.467987102717652,40.4575464455704,4.467987102717652,REAL_CONTINUATION
BNCUSDT,2026-07-21 20:10:00+00:00,3.1,12.290322580645151,12.419354838709662,98.96103896103897,0.9896103896103896,67245.53839,738170.96986,155.2966504620122,21.006494383220133,7.199177236887211,492,11.879275653923544,0.964197217278016,12.645161290322582,12.290322580645151,12.645161290322582,12.290322580645151,12.645161290322582,-1.5806451612903172,12.645161290322582,-1.5806451612903172,FAILED_OR_PARTIAL
HANAUSDT,2026-06-18 11:15:00+00:00,0.03703,5.482041587901687,6.233062330623307,88.2608695652174,0.939130434782608,216215.66782,1962597.48462,70.46743733293103,52.28114224614698,3.947726653961348,3037,22.033857315598546,0.6777381495405451,12.611396165271405,5.266000540102622,12.611396165271405,5.266000540102622,12.611396165271405,5.266000540102622,12.611396165271405,4.941938968404003,FAILED_OR_PARTIAL
GRIFFAINUSDT,2026-06-19 09:35:00+00:00,0.008447,8.156742038593578,10.236966824644544,79.7453703703704,0.8055555555555559,355458.615277,1977207.277868,139.37179232481049,34.18895225315331,4.406364749082004,4676,29.704605611434623,0.6075951410143657,12.477802770214286,-1.3851071386290823,12.477802770214286,-4.143482893334904,12.477802770214286,-4.143482893334904,12.477802770214286,-4.143482893334904,FAILED_OR_PARTIAL
BANUSDT,2026-07-13 14:05:00+00:00,0.06648,8.348375451263546,11.094339622641504,75.5102040816327,0.7863945578231288,535152.56328,1466605.22615,303.89698487280856,106.78215469847466,6.960873521383082,5586,60.01074306177261,0.4376108287226291,10.935619735258715,7.039711191335751,10.935619735258715,7.039711191335751,12.34957882069796,7.039711191335751,14.651022864019248,7.039711191335751,FAILED_OR_PARTIAL
